ID,gender,age,group,time
2781,F,27,F25-29,4.993333333
2782,M,30,M30-34,4.963055555
2783,F,51,F50-54,5.175
2784,F,40,F40-44,4.886944445
2785,M,40,M40-44,5.166666667
2786,M,39,M35-39,5.02
2787,M,39,M35-39,5.293888888
2788,F,30,F30-34,5.439166667
2789,M,30,M30-34,5.110277778
2790,M,25,M25-29,5.458611112
2791,F,48,F45-49,5.308055555
2792,F,40,F40-44,4.991944445
2793,M,44,M40-44,4.927777778
2794,F,36,F35-39,5.107222222
2795,F,44,F40-44,4.8975
2796,F,50,F50-54,5.055277778
2797,F,24,F18-24,5.213055555
2798,F,29,F25-29,4.961388888
2799,M,44,M40-44,4.923888888
2800,M,54,M50-54,4.936944445
2801,F,61,F60-64,4.898333333
2802,M,56,M55-59,4.896944445
2803,M,42,M40-44,5.026388888
2804,F,28,F25-29,5.1175
2805,M,50,M50-54,5
2806,M,39,M35-39,4.962777778
2807,F,32,F30-34,5.400277778
2808,F,45,F45-49,5.076666667
2809,M,57,M55-59,5.076944445
2810,M,42,M40-44,4.995555555
2811,M,42,M40-44,4.995833333
2812,M,51,M50-54,5.4375
2813,M,22,M18-24,5.071388888
2814,F,44,F40-44,5.438333333
2815,F,39,F35-39,5.001666667
2816,F,45,F45-49,5.03
2817,M,43,M40-44,5.475833333
2818,F,56,F55-59,5.105555555
2819,M,61,M60-64,5.026388888
2820,M,36,M35-39,5.444166667
2821,F,40,F40-44,4.9975
2822,M,39,M35-39,4.940277778
2823,M,33,M30-34,4.999166667
2824,F,38,F35-39,5.109722222
2825,F,50,F50-54,4.971388888
2826,M,26,M25-29,4.996944445
2827,F,27,F25-29,5.309722222
2828,M,41,M40-44,4.901111112
2829,F,29,F25-29,5.039722222
2830,M,28,M25-29,5.476388888
2831,F,55,F55-59,5.435555555
2832,F,31,F30-34,5.476388888
2833,F,29,F25-29,5.118888888
2834,F,33,F30-34,5.038333333
2835,M,50,M50-54,4.968055555
2836,M,38,M35-39,4.938333333
2837,M,30,M30-34,5.441388888
2838,M,28,M25-29,4.966666667
2839,F,26,F25-29,5.005833333
2840,M,48,M45-49,5.005833333
2841,M,23,M18-24,5.038333333
2842,F,23,F18-24,5.079444445
2843,M,42,M40-44,5.039166667
2844,M,28,M25-29,5.481666667
2845,M,42,M40-44,5.114722222
2846,F,39,F35-39,4.974722222
2847,M,41,M40-44,5.126944445
2848,F,37,F35-39,4.980833333
2849,F,51,F50-54,4.968055555
2850,M,56,M55-59,5.004722222
2851,M,39,M35-39,5.335
2852,F,43,F40-44,4.975277778
2853,M,60,M60-64,5.005
2854,F,41,F40-44,5.084722222
2855,F,57,F55-59,4.977777778
2856,F,20,F18-24,4.941666667
2857,F,57,F55-59,5.114166667
2858,M,47,M45-49,5.377777778
2859,M,41,M40-44,4.912777778
2860,M,40,M40-44,5.050277778
2861,M,62,M60-64,4.900555555
2862,M,43,M40-44,4.983055555
2863,F,41,F40-44,5.0875
2864,F,24,F18-24,5.074722222
2865,M,48,M45-49,4.983888888
2866,M,49,M45-49,4.942222222
2867,M,34,M30-34,5.008055555
2868,M,18,M18-24,4.983888888
2869,F,43,F40-44,5.014166667
2870,F,36,F35-39,4.970833333
2871,F,25,F25-29,5.3025
2872,M,54,M50-54,5.078888888
2873,F,45,F45-49,4.939444445
2874,M,24,M18-24,4.98
2875,F,46,F45-49,5.045
2876,M,24,M18-24,5.423333333
2877,F,24,F18-24,4.98
2878,M,30,M30-34,5.085833333
2879,M,44,M40-44,4.91
2880,F,42,F40-44,5.050833333
2881,M,42,M40-44,5.333333333
2882,M,28,M25-29,4.953333333
2883,F,50,F50-54,5.494722222
2884,M,46,M45-49,4.944722222
2885,F,42,F40-44,4.975555555
2886,F,24,F18-24,4.9825
2887,M,50,M50-54,4.954722222
2888,F,35,F35-39,5.201666667
2889,F,43,F40-44,4.914166667
2890,F,39,F35-39,4.948888888
2891,F,34,F30-34,5.078055555
2892,M,36,M35-39,5.078055555
2893,M,21,M18-24,5.231944445
2894,M,57,M55-59,5.095
2895,F,36,F35-39,4.955833333
2896,F,28,F25-29,5.231111112
2897,M,40,M40-44,5.198055555
2898,F,24,F18-24,5.079166667
2899,M,55,M55-59,5.234444445
2900,F,31,F30-34,4.985
2901,M,50,M50-54,5.451944445
2902,F,24,F18-24,5.244722222
2903,M,38,M35-39,5.431944445
2904,M,62,M60-64,5.029166667
2905,M,57,M55-59,4.987222222
2906,M,59,M55-59,5.058055555
2907,M,36,M35-39,5.208333333
2908,M,35,M35-39,5.023055555
2909,M,26,M25-29,4.958611112
2910,M,51,M50-54,5.095277778
2911,F,48,F45-49,4.994722222
2912,M,39,M35-39,4.968333333
2913,F,41,F40-44,5.101388888
2914,F,57,F55-59,5.4925
2915,M,36,M35-39,5.087222222
2916,F,25,F25-29,5.088055555
2917,M,48,M45-49,4.925833333
2918,F,29,F25-29,4.9675
2919,M,56,M55-59,4.991388888
2920,M,28,M25-29,5.398055555
2921,F,53,F50-54,4.996111112
2922,M,38,M35-39,5.253888888
2923,F,47,F45-49,5.136944445
2924,F,55,F55-59,5.176666667
2925,M,38,M35-39,5.434166667
2926,M,39,M35-39,5.056388888
2927,F,27,F25-29,5.186388888
2928,M,21,M18-24,5.500833333
2929,F,25,F25-29,4.970277778
2930,M,35,M35-39,5.439166667
2931,M,51,M50-54,4.935833333
2932,M,55,M55-59,4.938055555
2933,F,32,F30-34,5.536111112
2934,M,37,M35-39,5.295277778
2935,M,50,M50-54,4.995555555
2936,F,47,F45-49,5.066111112
2937,F,33,F30-34,5.343333333
2938,M,47,M45-49,5.028888888
2939,M,29,M25-29,4.967777778
2940,M,38,M35-39,5.11
2941,M,23,M18-24,5.285
2942,M,43,M40-44,5.337777778
2943,M,52,M50-54,5.141388888
2944,M,44,M40-44,4.966944445
2945,F,31,F30-34,5.539444445
2946,M,30,M30-34,4.968888888
2947,M,19,M18-24,5.324444445
2948,F,44,F40-44,5.253055555
2949,M,34,M30-34,4.971944445
2950,F,21,F18-24,5.009166667
2951,M,31,M30-34,5.103055555
2952,F,33,F30-34,5.439444445
2953,M,34,M30-34,4.975555555
2954,M,33,M30-34,5.193333333
2955,M,51,M50-54,5.326666667
2956,F,39,F35-39,5.515
2957,M,25,M25-29,5.441388888
2958,M,36,M35-39,5.111666667
2959,M,32,M30-34,5.005555555
2960,F,39,F35-39,5.001666667
2961,M,36,M35-39,5.1025
2962,F,47,F45-49,5.103055555
2963,F,27,F25-29,5.401944445
2964,M,55,M55-59,5.155833333
2965,M,36,M35-39,5.078333333
2966,F,22,F18-24,5.440833333
2967,M,50,M50-54,4.943333333
2968,M,59,M55-59,5.009722222
2969,M,25,M25-29,5.01
2970,M,47,M45-49,5.010277778
2971,F,29,F25-29,5.009722222
2972,M,49,M45-49,5.011388888
2973,M,45,M45-49,5.007222222
2974,M,26,M25-29,4.9325
2975,M,60,M60-64,5.015
2976,M,33,M30-34,5.043333333
2977,F,43,F40-44,5.010277778
2978,F,44,F40-44,5.304722222
2979,F,37,F35-39,5.007777778
2980,F,41,F40-44,4.977222222
2981,M,45,M45-49,5.471944445
2982,M,24,M18-24,5.122222222
2983,M,38,M35-39,4.974722222
2984,F,41,F40-44,4.9775
2985,M,35,M35-39,5.011388888
2986,F,43,F40-44,5.01
2987,M,56,M55-59,5.044444445
2988,F,52,F50-54,4.973611112
2989,M,32,M30-34,5.01
2990,M,31,M30-34,5.551666667
2991,F,31,F30-34,5.009722222
2992,M,34,M30-34,5.412222222
2993,M,42,M40-44,5.308333333
2994,M,45,M45-49,5.008055555
2995,F,34,F30-34,5.078611112
2996,M,34,M30-34,5.071944445
2997,M,45,M45-49,5.151944445
2998,M,51,M50-54,4.982222222
2999,F,38,F35-39,5.078888888
3000,F,23,F18-24,5.078333333
3001,F,59,F55-59,5.194444445
3002,M,28,M25-29,5.047222222
3003,M,26,M25-29,4.980833333
3004,F,29,F25-29,5.368333333
3005,F,32,F30-34,5.278055555
3006,M,40,M40-44,5.461944445
3007,M,41,M40-44,4.986944445
3008,F,37,F35-39,4.986666667
3009,M,47,M45-49,5.082222222
3010,F,35,F35-39,5.044444445
3011,M,43,M40-44,5.207222222
3012,M,55,M55-59,5.113888888
3013,F,24,F18-24,5.050277778
3014,F,31,F30-34,5.490277778
3015,F,52,F50-54,4.988055555
3016,M,42,M40-44,5.346944445
3017,M,37,M35-39,4.985833333
3018,M,43,M40-44,5.045833333
3019,F,36,F35-39,4.986111112
3020,F,34,F30-34,5.015
3021,M,61,M60-64,5.117222222
3022,F,40,F40-44,5.083611112
3023,F,38,F35-39,4.996666667
3024,M,38,M35-39,5.3525
3025,M,40,M40-44,5.559166667
3026,M,56,M55-59,5.460833333
3027,F,19,F18-24,5.201111112
3028,F,44,F40-44,4.984444445
3029,F,55,F55-59,4.955
3030,M,53,M50-54,4.985
3031,M,50,M50-54,5.208888888
3032,M,40,M40-44,5.053333333
3033,F,30,F30-34,5.1275
3034,F,31,F30-34,5.1275
3035,M,30,M30-34,4.990555555
3036,F,36,F35-39,5.020833333
3037,M,23,M18-24,4.954444445
3038,M,24,M18-24,4.991111112
3039,F,37,F35-39,5.085555555
3040,M,44,M40-44,5.122222222
3041,F,27,F25-29,5.056388888
3042,M,34,M30-34,5.129722222
3043,F,41,F40-44,5.096111112
3044,F,34,F30-34,4.998333333
3045,M,33,M30-34,4.996944445
3046,M,33,M30-34,5.288611112
3047,M,40,M40-44,5.387222222
3048,M,52,M50-54,5.135833333
3049,F,25,F25-29,5.348055555
3050,M,49,M45-49,5.388055555
3051,F,21,F18-24,5.356111112
3052,F,34,F30-34,5.541111112
3053,M,40,M40-44,5.541111112
3054,M,51,M50-54,4.996944445
3055,M,34,M30-34,5.541111112
3056,F,36,F35-39,5.140555555
3057,M,39,M35-39,5.245833333
3058,M,53,M50-54,5.541111112
3059,F,32,F30-34,4.995277778
3060,M,43,M40-44,5.0575
3061,M,35,M35-39,5.290277778
3062,F,25,F25-29,5.253333333
3063,F,33,F30-34,5.470833333
3064,M,61,M60-64,5.293333333
3065,M,55,M55-59,5.061111112
3066,F,25,F25-29,5.255833333
3067,F,48,F45-49,5.100277778
3068,M,27,M25-29,4.994444445
3069,M,27,M25-29,5.500555555
3070,F,55,F55-59,5.011388888
3071,F,35,F35-39,5.378333333
3072,F,25,F25-29,5.510555555
3073,M,37,M35-39,5.18
3074,M,32,M30-34,5.065833333
3075,M,56,M55-59,5.211944445
3076,M,39,M35-39,5.029722222
3077,F,32,F30-34,5.289166667
3078,F,29,F25-29,5.317777778
3079,M,39,M35-39,5.481111112
3080,M,30,M30-34,5.002777778
3081,F,21,F18-24,5.324722222
3082,M,42,M40-44,5.069722222
3083,M,58,M55-59,5.074444445
3084,F,40,F40-44,5.109166667
3085,M,30,M30-34,5.438333333
3086,M,39,M35-39,5.298888888
3087,M,35,M35-39,5.036944445
3088,M,25,M25-29,5.3625
3089,F,28,F25-29,5.136944445
3090,M,37,M35-39,5.079444445
3091,M,42,M40-44,5.104444445
3092,F,28,F25-29,5.44
3093,M,38,M35-39,5.108888888
3094,M,28,M25-29,5.452777778
3095,M,28,M25-29,5.452777778
3096,M,36,M35-39,5.012777778
3097,F,48,F45-49,5.224444445
3098,M,56,M55-59,5.115277778
3099,M,58,M55-59,5.006944445
3100,F,56,F55-59,5.073888888
3101,F,49,F45-49,5.154166667
3102,M,31,M30-34,5.220277778
3103,F,49,F45-49,5.329444445
3104,F,25,F25-29,5.075833333
3105,F,34,F30-34,5.013333333
3106,M,39,M35-39,4.971388888
3107,M,47,M45-49,5.518055555
3108,M,49,M45-49,5.261944445
3109,F,23,F18-24,5.151388888
3110,M,30,M30-34,5.294166667
3111,M,25,M25-29,5.151388888
3112,M,33,M30-34,5.554166667
3113,M,37,M35-39,5.554444445
3114,F,50,F50-54,5.005555555
3115,F,27,F25-29,5.15
3116,M,33,M30-34,5.561111112
3117,M,26,M25-29,5.149722222
3118,F,27,F25-29,5.561111112
3119,F,23,F18-24,5.393333333
3120,M,37,M35-39,5.017777778
3121,M,35,M35-39,5.155833333
3122,M,28,M25-29,5.111944445
3123,M,32,M30-34,5.491388888
3124,M,27,M25-29,5.156111112
3125,F,40,F40-44,5.336111112
3126,M,47,M45-49,4.981666667
3127,F,27,F25-29,5.116388888
3128,M,43,M40-44,5.455
3129,M,63,M60-64,5.120277778
3130,F,37,F35-39,5.1125
3131,M,28,M25-29,5.109722222
3132,M,27,M25-29,5.513611112
3133,M,35,M35-39,5.079722222
3134,F,30,F30-34,5.113055555
3135,M,64,M60-64,5.079722222
3136,F,30,F30-34,5.160833333
3137,F,23,F18-24,5.086388888
3138,F,32,F30-34,5.5675
3139,M,42,M40-44,5.5675
3140,F,56,F55-59,5.086388888
3141,F,40,F40-44,5.590277778
3142,F,50,F50-54,5.590277778
3143,F,38,F35-39,5.016111112
3144,M,30,M30-34,5.089166667
3145,M,55,M55-59,5.052777778
3146,F,29,F25-29,5.398055555
3147,M,46,M45-49,4.985
3148,F,40,F40-44,5.126666667
3149,F,50,F50-54,4.988055555
3150,F,37,F35-39,5.148611112
3151,F,37,F35-39,5.114722222
3152,M,41,M40-44,5.114722222
3153,F,26,F25-29,5.206666667
3154,M,31,M30-34,5.083333333
3155,M,35,M35-39,5.558055555
3156,M,34,M30-34,4.9875
3157,M,34,M30-34,5.055277778
3158,M,45,M45-49,5.086388888
3159,M,40,M40-44,5.054722222
3160,F,53,F50-54,5.086666667
3161,M,44,M40-44,5.126944445
3162,F,35,F35-39,5.127222222
3163,M,35,M35-39,5.053611112
3164,M,55,M55-59,5.156944445
3165,M,59,M55-59,5.088888888
3166,M,36,M35-39,5.463611112
3167,M,46,M45-49,5.164722222
3168,F,28,F25-29,5.156944445
3169,F,62,F60-64,5.155277778
3170,F,44,F40-44,5.169166667
3171,F,28,F25-29,5.214444445
3172,M,50,M50-54,5.273333333
3173,M,57,M55-59,4.9875
3174,F,28,F25-29,5.470555555
3175,M,41,M40-44,5.170277778
3176,F,44,F40-44,5.124166667
3177,M,53,M50-54,5.030555555
3178,F,38,F35-39,5.504166667
3179,F,53,F50-54,5.061111112
3180,F,22,F18-24,4.987777778
3181,M,47,M45-49,5.064166667
3182,M,27,M25-29,5.092222222
3183,M,31,M30-34,5.002222222
3184,M,21,M18-24,5.390555555
3185,F,32,F30-34,5.092222222
3186,F,38,F35-39,5.123333333
3187,F,45,F45-49,5.209444445
3188,M,42,M40-44,5.000277778
3189,M,36,M35-39,5.128333333
3190,M,43,M40-44,5.094166667
3191,M,30,M30-34,5.0625
3192,M,44,M40-44,5.166666667
3193,F,40,F40-44,5.179722222
3194,F,65,F65+,5.128611112
3195,M,47,M45-49,5.288333333
3196,M,32,M30-34,5.028055555
3197,M,34,M30-34,5.072777778
3198,F,24,F18-24,5.315277778
3199,M,48,M45-49,5.473888888
3200,F,39,F35-39,5.169722222
3201,M,60,M60-64,5.474166667
3202,F,45,F45-49,5.358055555
3203,M,55,M55-59,5.063888888
3204,M,41,M40-44,5.0975
3205,M,29,M25-29,5.074444445
3206,F,39,F35-39,5.569444445
3207,F,27,F25-29,5.075277778
3208,F,37,F35-39,5.074444445
3209,F,48,F45-49,5.545833333
3210,F,28,F25-29,5.574166667
3211,M,56,M55-59,5.033055555
3212,M,54,M50-54,5.071944445
3213,M,33,M30-34,5.4775
3214,M,33,M30-34,5.4775
3215,F,31,F30-34,5.331388888
3216,M,32,M30-34,5.4775
3217,F,60,F60-64,5.113333333
3218,M,38,M35-39,5.509722222
3219,M,44,M40-44,5.068888888
3220,M,46,M45-49,5.169166667
3221,M,31,M30-34,5.0425
3222,F,24,F18-24,5.535555555
3223,F,24,F18-24,5.535555555
3224,M,24,M18-24,5.553333333
3225,M,43,M40-44,5.356666667
3226,F,43,F40-44,5.415277778
3227,F,48,F45-49,5.508888888
3228,M,43,M40-44,5.071944445
3229,M,48,M45-49,5.213055555
3230,M,51,M50-54,5.082777778
3231,M,28,M25-29,5.412222222
3232,M,33,M30-34,5.613055555
3233,M,37,M35-39,5.213055555
3234,F,34,F30-34,5.360555555
3235,F,41,F40-44,5.082222222
3236,M,34,M30-34,5.050277778
3237,F,37,F35-39,5.0725
3238,F,28,F25-29,5.421666667
3239,F,43,F40-44,5.175833333
3240,M,50,M50-54,5.008333333
3241,F,32,F30-34,5.421944445
3242,M,57,M55-59,5.039722222
3243,M,25,M25-29,5.5425
3244,M,50,M50-54,5.046388888
3245,M,23,M18-24,5.557222222
3246,F,32,F30-34,5.0075
3247,M,36,M35-39,5.176944445
3248,F,43,F40-44,5.191944445
3249,M,47,M45-49,5.011388888
3250,F,40,F40-44,5.359444445
3251,M,41,M40-44,5.359722222
3252,F,35,F35-39,5.594722222
3253,F,38,F35-39,5.594722222
3254,M,27,M25-29,5.336388888
3255,M,63,M60-64,5.153333333
3256,F,32,F30-34,5.140277778
3257,F,44,F40-44,5.089166667
3258,M,43,M40-44,5.113055555
3259,M,26,M25-29,5.179722222
3260,M,21,M18-24,5.345833333
3261,M,49,M45-49,5.228333333
3262,F,31,F30-34,5.330277778
3263,M,45,M45-49,5.494722222
3264,M,22,M18-24,5.268055555
3265,F,50,F50-54,5.085555555
3266,F,54,F50-54,5.085555555
3267,F,47,F45-49,5.083888888
3268,F,41,F40-44,5.549444445
3269,F,25,F25-29,5.429166667
3270,F,34,F30-34,5.056944445
3271,M,37,M35-39,5.08
3272,M,40,M40-44,5.056111112
3273,M,41,M40-44,5.196388888
3274,M,45,M45-49,5.601388888
3275,F,57,F55-59,5.156111112
3276,M,57,M55-59,5.156111112
3277,M,40,M40-44,5.420833333
3278,M,57,M55-59,5.384444445
3279,M,44,M40-44,5.063888888
3280,F,43,F40-44,5.063888888
3281,F,36,F35-39,5.565555555
3282,M,38,M35-39,5.537222222
3283,M,59,M55-59,5.439166667
3284,F,37,F35-39,5.156666667
3285,F,36,F35-39,5.156388888
3286,F,40,F40-44,5.063611112
3287,M,49,M45-49,5.156666667
3288,M,31,M30-34,5.308611112
3289,M,44,M40-44,5.283611112
3290,M,29,M25-29,5.129722222
3291,M,53,M50-54,5.305
3292,M,49,M45-49,5.453055555
3293,F,36,F35-39,5.564722222
3294,F,49,F45-49,5.199722222
3295,F,34,F30-34,5.090277778
3296,F,48,F45-49,5.210833333
3297,M,50,M50-54,5.201666667
3298,F,56,F55-59,5.576666667
3299,F,21,F18-24,5.346111112
3300,F,47,F45-49,5.1625
3301,M,37,M35-39,5.201666667
3302,M,55,M55-59,5.068611112
3303,M,44,M40-44,5.199166667
3304,M,40,M40-44,5.07
3305,F,47,F45-49,5.346111112
3306,F,35,F35-39,5.135277778
3307,M,40,M40-44,5.106666667
3308,M,41,M40-44,5.209166667
3309,F,33,F30-34,5.462777778
3310,F,45,F45-49,5.213888888
3311,F,35,F35-39,5.203888888
3312,M,41,M40-44,5.538055555
3313,F,38,F35-39,5.203055555
3314,M,35,M35-39,5.2925
3315,M,32,M30-34,5.434444445
3316,M,49,M45-49,5.168888888
3317,F,32,F30-34,5.138611112
3318,F,37,F35-39,5.217222222
3319,M,24,M18-24,5.350833333
3320,F,33,F30-34,5.144722222
3321,F,49,F45-49,5.206666667
3322,F,28,F25-29,5.206666667
3323,F,37,F35-39,5.105277778
3324,M,25,M25-29,5.583333333
3325,M,33,M30-34,5.470277778
3326,M,26,M25-29,5.617777778
3327,M,42,M40-44,5.550555555
3328,F,49,F45-49,5.401111112
3329,F,45,F45-49,5.178055555
3330,F,40,F40-44,5.395
3331,F,48,F45-49,5.172777778
3332,M,52,M50-54,5.116111112
3333,M,18,M18-24,5.250555555
3334,M,40,M40-44,5.110833333
3335,M,31,M30-34,5.295277778
3336,F,25,F25-29,5.113611112
3337,F,27,F25-29,5.171944445
3338,M,31,M30-34,5.59
3339,F,40,F40-44,5.115555555
3340,M,35,M35-39,5.182777778
3341,F,46,F45-49,5.145833333
3342,F,24,F18-24,5.079722222
3343,M,50,M50-54,5.076944445
3344,M,21,M18-24,5.178333333
3345,F,30,F30-34,5.443611112
3346,F,37,F35-39,5.115
3347,M,23,M18-24,5.178611112
3348,M,49,M45-49,5.4675
3349,M,38,M35-39,5.115277778
3350,M,26,M25-29,5.47
3351,F,32,F30-34,5.623888888
3352,M,20,M18-24,5.476666667
3353,M,24,M18-24,5.4725
3354,F,33,F30-34,5.046111112
3355,M,29,M25-29,5.615277778
3356,F,39,F35-39,5.189444445
3357,M,33,M30-34,5.176111112
3358,M,31,M30-34,5.615555555
3359,F,31,F30-34,5.615833333
3360,M,50,M50-54,5.186388888
3361,M,41,M40-44,5.506666667
3362,F,31,F30-34,5.509166667
3363,F,48,F45-49,5.1525
3364,F,42,F40-44,5.119166667
3365,M,30,M30-34,5.622222222
3366,F,26,F25-29,5.6
3367,F,47,F45-49,5.180277778
3368,F,43,F40-44,5.087777778
3369,M,45,M45-49,5.127222222
3370,M,39,M35-39,5.5025
3371,F,28,F25-29,5.228055555
3372,F,32,F30-34,5.306666667
3373,F,36,F35-39,5.306666667
3374,F,44,F40-44,5.228055555
3375,F,26,F25-29,5.624444445
3376,M,40,M40-44,5.588888888
3377,M,31,M30-34,5.586944445
3378,F,23,F18-24,5.151666667
3379,F,33,F30-34,5.273333333
3380,F,40,F40-44,5.159722222
3381,M,37,M35-39,5.091388888
3382,F,30,F30-34,5.059444445
3383,F,20,F18-24,5.404722222
3384,M,52,M50-54,5.160555555
3385,M,50,M50-54,5.373888888
3386,F,43,F40-44,5.229444445
3387,M,54,M50-54,5.452222222
3388,F,44,F40-44,5.595833333
3389,M,36,M35-39,5.595833333
3390,M,40,M40-44,5.606666667
3391,F,28,F25-29,5.524722222
3392,F,29,F25-29,5.604166667
3393,M,24,M18-24,5.312222222
3394,F,34,F30-34,5.2325
3395,M,32,M30-34,5.198888888
3396,F,31,F30-34,5.345277778
3397,M,52,M50-54,5.346388888
3398,M,41,M40-44,5.196666667
3399,F,60,F60-64,5.515833333
3400,F,39,F35-39,5.196666667
3401,M,36,M35-39,5.28
3402,F,32,F30-34,5.226944445
3403,F,37,F35-39,5.099166667
3404,F,51,F50-54,5.411666667
3405,M,62,M60-64,5.098333333
3406,M,33,M30-34,5.521388888
3407,F,51,F50-54,5.240555555
3408,F,22,F18-24,5.596666667
3409,F,29,F25-29,5.161388888
3410,M,35,M35-39,5.540833333
3411,M,35,M35-39,5.197777778
3412,F,25,F25-29,5.170555555
3413,F,48,F45-49,5.160833333
3414,M,45,M45-49,5.065555555
3415,F,31,F30-34,5.141111112
3416,F,37,F35-39,5.670555555
3417,F,53,F50-54,5.138888888
3418,F,43,F40-44,5.637222222
3419,M,41,M40-44,5.175
3420,F,54,F50-54,5.343888888
3421,M,42,M40-44,5.138055555
3422,F,41,F40-44,5.279722222
3423,F,34,F30-34,5.243888888
3424,F,46,F45-49,5.208888888
3425,M,49,M45-49,5.386388888
3426,F,50,F50-54,5.386666667
3427,F,34,F30-34,5.3475
3428,M,24,M18-24,5.201388888
3429,F,37,F35-39,5.207777778
3430,M,59,M55-59,5.320555555
3431,M,44,M40-44,5.277777778
3432,M,55,M55-59,5.211111112
3433,F,54,F50-54,5.2125
3434,F,38,F35-39,5.205277778
3435,F,63,F60-64,5.280277778
3436,M,29,M25-29,5.655833333
3437,M,60,M60-64,5.201388888
3438,M,40,M40-44,5.104444445
3439,F,42,F40-44,5.399444445
3440,F,42,F40-44,5.399444445
3441,M,33,M30-34,5.141666667
3442,F,41,F40-44,5.474166667
3443,M,48,M45-49,5.141944445
3444,F,54,F50-54,5.203611112
3445,F,32,F30-34,5.554722222
3446,F,26,F25-29,5.07
3447,F,39,F35-39,5.326666667
3448,F,51,F50-54,5.239444445
3449,F,30,F30-34,5.464444445
3450,M,55,M55-59,5.239722222
3451,M,40,M40-44,5.290277778
3452,M,63,M60-64,5.239444445
3453,F,25,F25-29,5.180555555
3454,F,50,F50-54,5.239722222
3455,F,42,F40-44,5.207222222
3456,M,47,M45-49,5.615277778
3457,F,25,F25-29,5.286388888
3458,F,28,F25-29,5.153055555
3459,M,48,M45-49,5.393333333
3460,F,34,F30-34,5.464722222
3461,F,33,F30-34,5.144444445
3462,M,37,M35-39,5.359166667
3463,M,41,M40-44,5.079444445
3464,F,25,F25-29,5.657222222
3465,F,35,F35-39,5.468888888
3466,M,29,M25-29,5.688888888
3467,F,27,F25-29,5.150833333
3468,M,40,M40-44,5.365833333
3469,M,42,M40-44,5.154722222
3470,F,31,F30-34,5.304722222
3471,M,27,M25-29,5.179444445
3472,M,35,M35-39,5.123055555
3473,M,33,M30-34,5.155
3474,M,40,M40-44,5.25
3475,F,41,F40-44,5.159444445
3476,F,45,F45-49,5.155833333
3477,M,46,M45-49,5.080277778
3478,M,36,M35-39,5.628055555
3479,M,34,M30-34,5.118333333
3480,M,40,M40-44,5.31
3481,F,65,F65+,5.251944445
3482,F,26,F25-29,5.621666667
3483,F,34,F30-34,5.415833333
3484,M,31,M30-34,5.184722222
3485,M,46,M45-49,5.221944445
3486,F,26,F25-29,5.223888888
3487,M,43,M40-44,5.224722222
3488,M,24,M18-24,5.626388888
3489,M,51,M50-54,5.269444445
3490,M,39,M35-39,5.3675
3491,F,43,F40-44,5.3675
3492,F,21,F18-24,5.165277778
3493,M,48,M45-49,5.092222222
3494,F,39,F35-39,5.368611112
3495,F,42,F40-44,5.255833333
3496,M,28,M25-29,5.253333333
3497,M,28,M25-29,5.629166667
3498,M,31,M30-34,5.267222222
3499,M,29,M25-29,5.154444445
3500,M,66,M65+,5.154166667
3501,F,33,F30-34,5.264444445
3502,F,40,F40-44,5.265833333
3503,F,30,F30-34,5.1625
3504,F,38,F35-39,5.164166667
3505,M,49,M45-49,5.497222222
3506,F,31,F30-34,5.223611112
3507,F,27,F25-29,5.234166667
3508,M,52,M50-54,5.1675
3509,M,56,M55-59,5.168611112
3510,M,29,M25-29,5.347222222
3511,M,58,M55-59,5.312222222
3512,F,28,F25-29,5.347222222
3513,M,27,M25-29,5.670833333
3514,M,55,M55-59,5.157222222
3515,M,45,M45-49,5.46
3516,F,49,F45-49,5.089444445
3517,F,26,F25-29,5.165833333
3518,F,26,F25-29,5.159444445
3519,M,40,M40-44,5.165
3520,M,41,M40-44,5.203611112
3521,F,21,F18-24,5.389444445
3522,M,51,M50-54,5.378333333
3523,F,29,F25-29,5.129166667
3524,M,34,M30-34,5.672777778
3525,M,54,M50-54,5.271388888
3526,F,43,F40-44,5.168611112
3527,F,36,F35-39,5.468333333
3528,F,28,F25-29,5.137222222
3529,F,33,F30-34,5.64
3530,M,54,M50-54,5.202222222
3531,M,25,M25-29,5.266666667
3532,M,65,M65+,5.231666667
