ID,gender,age,group,time
1996,M,62,M60-64,4.873611112
1997,F,28,F25-29,4.760555555
1998,F,28,F25-29,4.760555555
1999,M,36,M35-39,5.083055555
2000,M,69,M65+,4.805833333
2001,M,52,M50-54,4.666111112
2002,F,28,F25-29,4.730833333
2003,F,35,F35-39,4.71
2004,M,33,M30-34,5.184444445
2005,M,20,M18-24,4.958888888
2006,F,40,F40-44,5.177222222
2007,F,30,F30-34,5.053888888
2008,F,40,F40-44,4.744166667
2009,M,51,M50-54,4.736944445
2010,M,52,M50-54,4.708333333
2011,F,36,F35-39,4.7425
2012,M,46,M45-49,4.814166667
2013,F,57,F55-59,4.6725
2014,M,34,M30-34,5.153611112
2015,F,39,F35-39,4.740277778
2016,M,44,M40-44,4.638055555
2017,M,52,M50-54,4.673888888
2018,M,62,M60-64,4.675
2019,M,47,M45-49,4.635
2020,M,40,M40-44,5.247222222
2021,F,40,F40-44,4.708888888
2022,M,42,M40-44,5.210277778
2023,F,25,F25-29,4.685
2024,M,25,M25-29,4.636944445
2025,M,25,M25-29,5.001944445
2026,F,39,F35-39,5.213611112
2027,M,46,M45-49,5.213611112
2028,M,24,M18-24,5.2225
2029,M,40,M40-44,4.778333333
2030,M,42,M40-44,4.685
2031,M,30,M30-34,4.678611112
2032,M,31,M30-34,4.785555555
2033,M,28,M25-29,5.178333333
2034,M,56,M55-59,4.685833333
2035,M,71,M65+,4.785277778
2036,M,36,M35-39,4.72
2037,F,49,F45-49,4.649444445
2038,F,33,F30-34,4.7425
2039,F,41,F40-44,4.651388888
2040,M,49,M45-49,4.681111112
2041,F,46,F45-49,4.681111112
2042,F,50,F50-54,4.888888888
2043,M,42,M40-44,4.640555555
2044,F,28,F25-29,4.653611112
2045,M,30,M30-34,5.003333333
2046,M,46,M45-49,4.68
2047,M,34,M30-34,4.68
2048,M,40,M40-44,5.058888888
2049,F,39,F35-39,4.791666667
2050,M,28,M25-29,5.186388888
2051,F,24,F18-24,4.750833333
2052,M,41,M40-44,4.779722222
2053,M,29,M25-29,5.186388888
2054,M,29,M25-29,5.186388888
2055,F,28,F25-29,4.794166667
2056,M,32,M30-34,4.755555555
2057,M,43,M40-44,4.696111112
2058,M,45,M45-49,4.759722222
2059,M,38,M35-39,4.818333333
2060,F,38,F35-39,4.728888888
2061,M,32,M30-34,4.695277778
2062,M,37,M35-39,4.831111112
2063,F,47,F45-49,5.132777778
2064,F,35,F35-39,4.786944445
2065,M,45,M45-49,4.756944445
2066,M,35,M35-39,5.085277778
2067,M,66,M65+,5.073888888
2068,F,28,F25-29,4.728888888
2069,M,40,M40-44,4.693333333
2070,F,52,F50-54,4.915277778
2071,F,35,F35-39,5.124444445
2072,M,32,M30-34,4.828888888
2073,M,30,M30-34,5.229444445
2074,M,36,M35-39,4.763888888
2075,F,29,F25-29,4.837777778
2076,M,55,M55-59,4.792222222
2077,F,40,F40-44,4.835833333
2078,M,51,M50-54,4.696111112
2079,F,35,F35-39,4.730833333
2080,F,46,F45-49,4.735277778
2081,M,31,M30-34,4.6675
2082,M,30,M30-34,4.838888888
2083,M,35,M35-39,5.169722222
2084,M,51,M50-54,5.249166667
2085,M,43,M40-44,4.832222222
2086,M,38,M35-39,4.773333333
2087,F,37,F35-39,4.737222222
2088,M,41,M40-44,4.698055555
2089,F,40,F40-44,4.733055555
2090,M,40,M40-44,5.132777778
2091,M,43,M40-44,4.735833333
2092,F,31,F30-34,4.948055555
2093,M,40,M40-44,5.138055555
2094,F,41,F40-44,4.953333333
2095,M,30,M30-34,4.809444445
2096,F,35,F35-39,4.704166667
2097,M,60,M60-64,4.741388888
2098,F,47,F45-49,4.733333333
2099,M,41,M40-44,4.77
2100,M,44,M40-44,4.959722222
2101,M,69,M65+,4.7325
2102,M,48,M45-49,4.700555555
2103,F,25,F25-29,4.85
2104,M,49,M45-49,4.706666667
2105,M,53,M50-54,4.990833333
2106,M,54,M50-54,4.7175
2107,M,48,M45-49,5.185833333
2108,M,37,M35-39,5.258333333
2109,M,49,M45-49,4.703055555
2110,M,42,M40-44,4.773888888
2111,F,39,F35-39,4.781944445
2112,F,37,F35-39,4.741666667
2113,F,25,F25-29,5.257777778
2114,M,46,M45-49,4.850833333
2115,M,39,M35-39,5.185277778
2116,M,41,M40-44,5.284722222
2117,M,51,M50-54,5.033888888
2118,M,44,M40-44,4.750277778
2119,F,45,F45-49,4.783888888
2120,M,34,M30-34,5.2075
2121,M,47,M45-49,4.711944445
2122,F,43,F40-44,4.708611112
2123,F,32,F30-34,4.716944445
2124,F,44,F40-44,4.74
2125,F,21,F18-24,4.743888888
2126,F,40,F40-44,4.743888888
2127,F,36,F35-39,4.744166667
2128,F,50,F50-54,4.744166667
2129,M,45,M45-49,5.260555555
2130,M,52,M50-54,4.790833333
2131,F,35,F35-39,4.7525
2132,M,35,M35-39,4.721388888
2133,M,51,M50-54,4.684166667
2134,F,26,F25-29,4.752222222
2135,M,56,M55-59,4.681388888
2136,M,26,M25-29,5.083888888
2137,M,33,M30-34,4.863888888
2138,M,25,M25-29,4.856388888
2139,F,26,F25-29,5.101388888
2140,M,63,M60-64,4.788055555
2141,M,33,M30-34,4.786388888
2142,M,41,M40-44,5.100555555
2143,M,59,M55-59,4.725277778
2144,F,39,F35-39,5.145
2145,M,41,M40-44,4.796111112
2146,F,31,F30-34,5.006111112
2147,F,32,F30-34,4.796111112
2148,M,42,M40-44,4.8675
2149,M,34,M30-34,4.8675
2150,M,32,M30-34,4.758888888
2151,M,29,M25-29,5.260833333
2152,M,54,M50-54,4.942777778
2153,M,54,M50-54,5.270277778
2154,M,37,M35-39,4.853611112
2155,M,41,M40-44,4.799166667
2156,M,35,M35-39,4.725277778
2157,F,30,F30-34,4.725277778
2158,M,46,M45-49,4.764444445
2159,F,36,F35-39,4.794722222
2160,F,42,F40-44,4.875
2161,F,54,F50-54,4.864444445
2162,F,29,F25-29,5.201944445
2163,M,34,M30-34,4.7925
2164,M,29,M25-29,4.911944445
2165,F,29,F25-29,4.911944445
2166,M,46,M45-49,5.230833333
2167,M,39,M35-39,4.793611112
2168,F,29,F25-29,4.918055555
2169,M,49,M45-49,4.696666667
2170,F,23,F18-24,5.264166667
2171,M,37,M35-39,4.699166667
2172,F,33,F30-34,5.206111112
2173,F,24,F18-24,4.871666667
2174,M,53,M50-54,4.84
2175,M,51,M50-54,4.873888888
2176,F,34,F30-34,4.8825
2177,F,31,F30-34,4.769166667
2178,M,50,M50-54,4.775
2179,M,21,M18-24,4.838611112
2180,F,36,F35-39,4.735277778
2181,F,29,F25-29,4.733611112
2182,M,33,M30-34,4.835
2183,M,39,M35-39,5.018055555
2184,M,48,M45-49,4.836666667
2185,M,51,M50-54,4.804444445
2186,M,43,M40-44,5.216111112
2187,M,28,M25-29,5.29
2188,F,36,F35-39,4.801666667
2189,F,36,F35-39,4.884444445
2190,M,61,M60-64,4.805833333
2191,F,40,F40-44,4.803611112
2192,M,42,M40-44,4.807777778
2193,F,45,F45-49,4.807777778
2194,M,44,M40-44,4.740833333
2195,M,43,M40-44,4.699166667
2196,M,29,M25-29,4.811666667
2197,M,36,M35-39,5.275
2198,M,47,M45-49,4.751388888
2199,M,22,M18-24,5.210277778
2200,M,43,M40-44,4.922222222
2201,M,52,M50-54,4.751111112
2202,M,37,M35-39,4.706666667
2203,M,41,M40-44,4.7425
2204,F,31,F30-34,4.8425
2205,F,32,F30-34,4.786388888
2206,M,59,M55-59,4.7425
2207,F,32,F30-34,4.814722222
2208,M,24,M18-24,4.853888888
2209,M,50,M50-54,4.748333333
2210,M,34,M30-34,4.749166667
2211,F,48,F45-49,4.879444445
2212,M,38,M35-39,4.777777778
2213,M,32,M30-34,4.821944445
2214,M,41,M40-44,4.78
2215,M,42,M40-44,4.751944445
2216,F,44,F40-44,4.881111112
2217,M,44,M40-44,5.137777778
2218,F,46,F45-49,4.748888888
2219,F,23,F18-24,4.789722222
2220,F,26,F25-29,4.79
2221,M,35,M35-39,4.844166667
2222,M,36,M35-39,4.786944445
2223,F,35,F35-39,5.131666667
2224,M,51,M50-54,4.791388888
2225,F,28,F25-29,4.883611112
2226,M,50,M50-54,4.883888888
2227,F,40,F40-44,4.819722222
2228,F,27,F25-29,5.047777778
2229,F,27,F25-29,4.790277778
2230,M,48,M45-49,4.793055555
2231,M,46,M45-49,4.7875
2232,M,60,M60-64,4.815833333
2233,F,38,F35-39,4.881944445
2234,M,49,M45-49,4.714722222
2235,F,32,F30-34,5.047222222
2236,M,55,M55-59,5.128333333
2237,M,31,M30-34,5.262777778
2238,M,39,M35-39,4.896666667
2239,M,45,M45-49,5.128333333
2240,M,35,M35-39,4.889166667
2241,M,25,M25-29,5.149166667
2242,F,38,F35-39,4.888888888
2243,F,34,F30-34,5.2925
2244,F,43,F40-44,4.753333333
2245,M,39,M35-39,4.786388888
2246,M,62,M60-64,4.831111112
2247,F,51,F50-54,5.145277778
2248,M,38,M35-39,4.764166667
2249,M,43,M40-44,5.332222222
2250,F,33,F30-34,4.971944445
2251,F,30,F30-34,4.830833333
2252,M,39,M35-39,4.761388888
2253,M,49,M45-49,4.823333333
2254,M,54,M50-54,4.860555555
2255,M,50,M50-54,4.889166667
2256,M,27,M25-29,4.795277778
2257,F,44,F40-44,5.199722222
2258,M,49,M45-49,5.308888888
2259,M,45,M45-49,4.836111112
2260,M,35,M35-39,4.771111112
2261,M,44,M40-44,4.869166667
2262,M,39,M35-39,4.804166667
2263,M,41,M40-44,4.900277778
2264,M,34,M30-34,5.206111112
2265,F,42,F40-44,5.159722222
2266,M,51,M50-54,4.951666667
2267,M,39,M35-39,4.7275
2268,M,52,M50-54,5.336388888
2269,M,53,M50-54,5.134166667
2270,F,53,F50-54,4.801111112
2271,M,38,M35-39,4.838333333
2272,F,26,F25-29,4.946388888
2273,M,30,M30-34,5.188055555
2274,F,41,F40-44,4.805277778
2275,F,31,F30-34,4.804722222
2276,M,41,M40-44,4.766388888
2277,F,32,F30-34,5.159166667
2278,M,39,M35-39,4.843333333
2279,M,31,M30-34,5.159166667
2280,M,47,M45-49,4.811111112
2281,M,53,M50-54,4.806944445
2282,F,47,F45-49,4.866111112
2283,F,26,F25-29,4.901388888
2284,M,45,M45-49,5.25
2285,M,44,M40-44,4.811388888
2286,M,24,M18-24,5.343333333
2287,F,42,F40-44,4.778611112
2288,M,30,M30-34,5.2775
2289,F,31,F30-34,5.246388888
2290,M,47,M45-49,4.806666667
2291,F,33,F30-34,5.314722222
2292,F,63,F60-64,5.091111112
2293,M,29,M25-29,4.842777778
2294,F,40,F40-44,4.870555555
2295,M,40,M40-44,4.870555555
2296,F,35,F35-39,4.775277778
2297,F,34,F30-34,4.775277778
2298,M,50,M50-54,4.878055555
2299,M,41,M40-44,4.779444445
2300,F,27,F25-29,5.103888888
2301,F,22,F18-24,5.25
2302,F,26,F25-29,4.784166667
2303,F,36,F35-39,5.158055555
2304,F,27,F25-29,4.818055555
2305,M,34,M30-34,5.281944445
2306,F,30,F30-34,5.152777778
2307,F,27,F25-29,4.818333333
2308,M,31,M30-34,4.851944445
2309,M,56,M55-59,5.138333333
2310,F,38,F35-39,4.9975
2311,F,32,F30-34,4.882777778
2312,M,55,M55-59,4.746944445
2313,F,39,F35-39,4.778611112
2314,M,52,M50-54,4.886111112
2315,F,41,F40-44,4.813055555
2316,M,39,M35-39,4.808611112
2317,M,27,M25-29,4.924166667
2318,F,26,F25-29,4.913333333
2319,F,37,F35-39,4.848055555
2320,M,40,M40-44,4.786388888
2321,F,28,F25-29,4.819166667
2322,M,30,M30-34,4.926666667
2323,M,38,M35-39,5.106666667
2324,M,40,M40-44,4.922222222
2325,M,29,M25-29,4.851666667
2326,M,45,M45-49,4.8475
2327,F,33,F30-34,4.817222222
2328,M,64,M60-64,4.885
2329,F,46,F45-49,5.319722222
2330,M,39,M35-39,4.752222222
2331,M,58,M55-59,4.788888888
2332,M,39,M35-39,4.752222222
2333,M,38,M35-39,5.108888888
2334,F,58,F55-59,5.109444445
2335,M,31,M30-34,4.851388888
2336,F,54,F50-54,4.970833333
2337,M,36,M35-39,4.793055555
2338,M,48,M45-49,4.749722222
2339,M,36,M35-39,5.338611112
2340,F,25,F25-29,4.851388888
2341,M,68,M65+,4.826111112
2342,F,32,F30-34,4.971388888
2343,M,53,M50-54,4.918888888
2344,M,55,M55-59,4.933611112
2345,M,26,M25-29,4.965833333
2346,F,37,F35-39,4.75
2347,M,43,M40-44,4.798333333
2348,F,35,F35-39,4.823333333
2349,F,36,F35-39,4.861944445
2350,M,40,M40-44,4.885833333
2351,M,37,M35-39,4.759444445
2352,M,40,M40-44,4.887777778
2353,M,56,M55-59,4.789444445
2354,F,24,F18-24,5.186111112
2355,F,31,F30-34,5.339722222
2356,F,37,F35-39,4.794444445
2357,F,49,F45-49,4.794722222
2358,M,29,M25-29,5.34
2359,M,31,M30-34,4.794166667
2360,M,37,M35-39,5.294722222
2361,F,49,F45-49,5.076111112
2362,M,48,M45-49,4.857777778
2363,F,24,F18-24,4.863333333
2364,F,20,F18-24,5.168333333
2365,F,25,F25-29,4.8025
2366,M,45,M45-49,4.826666667
2367,M,43,M40-44,5.293055555
2368,F,33,F30-34,4.899166667
2369,M,51,M50-54,4.794444445
2370,F,53,F50-54,5.338611112
2371,F,29,F25-29,5.273888888
2372,F,35,F35-39,4.860277778
2373,F,47,F45-49,4.901944445
2374,F,41,F40-44,4.869166667
2375,M,60,M60-64,4.797777778
2376,M,40,M40-44,5.271666667
2377,F,36,F35-39,5.374166667
2378,M,54,M50-54,5.281666667
2379,M,48,M45-49,4.866666667
2380,F,40,F40-44,4.840833333
2381,M,44,M40-44,5.236666667
2382,M,39,M35-39,5.089722222
2383,F,32,F30-34,5.089722222
2384,M,29,M25-29,5.34
2385,M,41,M40-44,4.803888888
2386,F,55,F55-59,4.874444445
2387,M,27,M25-29,4.874444445
2388,M,36,M35-39,4.804166667
2389,F,40,F40-44,4.838611112
2390,F,20,F18-24,4.840555555
2391,M,43,M40-44,4.834166667
2392,M,45,M45-49,4.840555555
2393,M,43,M40-44,4.834166667
2394,M,45,M45-49,4.808888888
2395,F,32,F30-34,4.908055555
2396,F,42,F40-44,4.876388888
2397,F,47,F45-49,4.9925
2398,F,25,F25-29,4.84
2399,M,39,M35-39,4.913333333
2400,M,35,M35-39,4.836944445
2401,M,39,M35-39,5.345
2402,M,24,M18-24,5.345555555
2403,M,53,M50-54,5.020277778
2404,M,25,M25-29,5.126111112
2405,M,39,M35-39,5.206111112
2406,M,37,M35-39,5.322777778
2407,M,55,M55-59,4.844166667
2408,M,43,M40-44,4.8775
2409,F,34,F30-34,4.885555555
2410,F,42,F40-44,4.841666667
2411,M,29,M25-29,5.294166667
2412,M,39,M35-39,4.880555555
2413,M,38,M35-39,4.855555555
2414,M,47,M45-49,4.855277778
2415,M,24,M18-24,5.350277778
2416,F,45,F45-49,4.849722222
2417,M,44,M40-44,4.850555555
2418,M,44,M40-44,4.883611112
2419,M,40,M40-44,4.850555555
2420,M,34,M30-34,4.856111112
2421,F,39,F35-39,4.824166667
2422,M,51,M50-54,4.824166667
2423,F,25,F25-29,4.856388888
2424,M,42,M40-44,5.2075
2425,M,40,M40-44,4.890833333
2426,M,44,M40-44,5.065833333
2427,F,38,F35-39,5.110555555
2428,M,47,M45-49,4.820277778
2429,F,37,F35-39,5.366944445
2430,F,39,F35-39,4.850277778
2431,M,42,M40-44,4.923333333
2432,M,28,M25-29,4.858888888
2433,M,27,M25-29,4.864722222
2434,M,39,M35-39,4.827222222
2435,F,24,F18-24,4.952222222
2436,F,39,F35-39,5.195
2437,M,39,M35-39,5.195
2438,M,46,M45-49,5.374722222
2439,M,41,M40-44,4.8225
2440,M,35,M35-39,5.191388888
2441,M,37,M35-39,4.934444445
2442,M,49,M45-49,5.366944445
2443,M,56,M55-59,4.923055555
2444,F,37,F35-39,4.857777778
2445,F,46,F45-49,5.244444445
2446,F,56,F55-59,4.859722222
2447,F,38,F35-39,4.865
2448,M,60,M60-64,5.037222222
2449,M,25,M25-29,4.928611112
2450,M,57,M55-59,4.930555555
2451,F,23,F18-24,4.858888888
2452,F,49,F45-49,4.892777778
2453,M,31,M30-34,5.3375
2454,F,40,F40-44,4.836944445
2455,M,27,M25-29,5.401944445
2456,M,37,M35-39,4.795277778
2457,M,44,M40-44,4.796111112
2458,M,33,M30-34,4.9275
2459,M,40,M40-44,5.343333333
2460,M,52,M50-54,5.154444445
2461,F,24,F18-24,4.896111112
2462,M,42,M40-44,4.830833333
2463,F,37,F35-39,5.304444445
2464,F,35,F35-39,4.894166667
2465,F,36,F35-39,4.894444445
2466,F,36,F35-39,4.894444445
2467,F,32,F30-34,5.330555555
2468,M,26,M25-29,5.223055555
2469,F,25,F25-29,5.223055555
2470,M,44,M40-44,4.865277778
2471,M,36,M35-39,4.865555555
2472,F,39,F35-39,5.089444445
2473,F,40,F40-44,4.867222222
2474,M,34,M30-34,5.336944445
2475,F,27,F25-29,4.8375
2476,M,48,M45-49,5.224722222
2477,M,56,M55-59,4.934444445
2478,M,70,M65+,5.349722222
2479,M,25,M25-29,5.199722222
2480,F,32,F30-34,4.896666667
2481,M,56,M55-59,4.864166667
2482,M,36,M35-39,5.383888888
2483,F,28,F25-29,4.978055555
2484,F,56,F55-59,4.942777778
2485,M,32,M30-34,4.898888888
2486,M,36,M35-39,4.906111112
2487,F,36,F35-39,4.906111112
2488,F,32,F30-34,5.197777778
2489,F,50,F50-54,5.381111112
2490,M,39,M35-39,5.316388888
2491,M,47,M45-49,4.899444445
2492,M,21,M18-24,5.255
2493,F,40,F40-44,5.411666667
2494,M,30,M30-34,5.049444445
2495,F,30,F30-34,5.049722222
2496,M,30,M30-34,5.047777778
2497,F,38,F35-39,4.878888888
2498,M,32,M30-34,4.875277778
2499,F,35,F35-39,4.977222222
2500,F,26,F25-29,5.223333333
2501,M,32,M30-34,4.803055555
2502,M,39,M35-39,4.810277778
2503,M,43,M40-44,4.9425
2504,M,34,M30-34,4.840555555
2505,M,34,M30-34,4.850833333
2506,F,44,F40-44,4.809166667
2507,M,36,M35-39,4.906111112
2508,M,52,M50-54,4.805833333
2509,F,64,F60-64,4.812222222
2510,M,23,M18-24,4.840277778
2511,F,39,F35-39,4.940555555
2512,M,35,M35-39,5.167222222
2513,F,30,F30-34,5.14
2514,F,41,F40-44,4.938055555
2515,F,49,F45-49,5.165
2516,F,33,F30-34,4.882222222
2517,F,32,F30-34,4.979444445
2518,F,32,F30-34,4.844444445
2519,F,29,F25-29,4.922222222
2520,M,40,M40-44,4.874722222
2521,M,37,M35-39,4.915833333
2522,M,22,M18-24,5.208333333
2523,M,42,M40-44,4.817777778
2524,M,48,M45-49,4.818888888
2525,F,38,F35-39,4.850277778
2526,F,53,F50-54,5.175555555
2527,F,39,F35-39,5.171388888
2528,F,37,F35-39,4.919722222
2529,M,24,M18-24,4.856111112
2530,M,58,M55-59,5.393611112
2531,F,29,F25-29,5.180555555
2532,M,60,M60-64,4.9225
2533,F,58,F55-59,5.024722222
2534,M,32,M30-34,4.856111112
2535,M,48,M45-49,5.0625
2536,M,50,M50-54,4.920277778
2537,F,42,F40-44,4.8475
2538,F,33,F30-34,4.986111112
2539,M,30,M30-34,5.175
2540,F,42,F40-44,4.9175
2541,F,25,F25-29,5.221388888
2542,M,32,M30-34,4.946944445
2543,M,32,M30-34,4.854444445
2544,F,48,F45-49,4.920833333
2545,M,26,M25-29,4.8225
2546,M,40,M40-44,4.894444445
2547,F,38,F35-39,4.894444445
2548,M,40,M40-44,4.848888888
2549,M,51,M50-54,4.918888888
2550,F,39,F35-39,4.862777778
2551,M,39,M35-39,4.851111112
2552,M,39,M35-39,4.851111112
2553,M,57,M55-59,4.858611112
2554,F,27,F25-29,4.926388888
2555,F,23,F18-24,5.297222222
2556,M,43,M40-44,5.401944445
2557,M,58,M55-59,4.898611112
2558,F,35,F35-39,5.253055555
2559,F,62,F60-64,4.92
2560,F,31,F30-34,4.8925
2561,M,33,M30-34,4.886944445
2562,M,26,M25-29,5.327777778
2563,M,36,M35-39,5.291666667
2564,M,33,M30-34,4.891111112
2565,M,42,M40-44,4.867777778
2566,M,37,M35-39,5.431944445
2567,F,37,F35-39,5.432222222
2568,F,35,F35-39,4.9975
2569,M,57,M55-59,4.864444445
2570,F,42,F40-44,4.995
2571,M,43,M40-44,5.225277778
2572,M,35,M35-39,4.957222222
2573,M,53,M50-54,5.300555555
2574,F,27,F25-29,4.998333333
2575,M,50,M50-54,5.069444445
2576,F,40,F40-44,5.006388888
2577,F,49,F45-49,4.923888888
2578,F,41,F40-44,5.245
2579,F,44,F40-44,4.999444445
2580,M,46,M45-49,5.358611112
2581,M,46,M45-49,5.189444445
2582,F,27,F25-29,4.896111112
2583,F,36,F35-39,4.873333333
2584,F,19,F18-24,4.902222222
2585,M,42,M40-44,4.893611112
2586,M,50,M50-54,4.893611112
2587,M,64,M60-64,4.958055555
2588,M,47,M45-49,4.929722222
2589,F,51,F50-54,4.894444445
2590,F,48,F45-49,4.9025
2591,M,21,M18-24,4.967222222
2592,F,41,F40-44,5.334722222
2593,M,61,M60-64,4.958611112
2594,F,39,F35-39,4.939166667
2595,F,29,F25-29,4.903055555
2596,M,21,M18-24,5.227222222
2597,M,35,M35-39,4.836111112
2598,F,27,F25-29,5.005
2599,M,44,M40-44,4.939444445
2600,F,39,F35-39,4.934166667
2601,F,42,F40-44,4.900277778
2602,F,35,F35-39,5.196666667
2603,M,47,M45-49,5.344722222
2604,F,26,F25-29,5.2275
2605,F,31,F30-34,4.864722222
2606,F,33,F30-34,4.864722222
2607,F,33,F30-34,5.230833333
2608,F,32,F30-34,4.97
2609,M,48,M45-49,4.877777778
2610,M,52,M50-54,4.998888888
2611,F,27,F25-29,5.224722222
2612,M,43,M40-44,5.443333333
2613,F,46,F45-49,4.964444445
2614,F,36,F35-39,5.003888888
2615,M,34,M30-34,4.871666667
2616,F,56,F55-59,4.94
2617,M,37,M35-39,4.900555555
2618,M,20,M18-24,5.417222222
2619,M,37,M35-39,4.833888888
2620,M,38,M35-39,5.123333333
2621,F,51,F50-54,4.913333333
2622,M,43,M40-44,5.377222222
2623,F,45,F45-49,4.911111112
2624,M,29,M25-29,5.053333333
2625,M,24,M18-24,4.88
2626,M,26,M25-29,5.348055555
2627,M,37,M35-39,4.868333333
2628,F,30,F30-34,4.973611112
2629,F,39,F35-39,4.939722222
2630,M,43,M40-44,4.873333333
2631,F,22,F18-24,5.201111112
2632,F,42,F40-44,4.905833333
2633,M,33,M30-34,5.062222222
2634,M,24,M18-24,4.915277778
2635,M,49,M45-49,4.905277778
2636,M,50,M50-54,4.875555555
2637,M,35,M35-39,4.882777778
2638,M,38,M35-39,5.385277778
2639,M,50,M50-54,4.871111112
2640,M,22,M18-24,4.843055555
2641,F,43,F40-44,4.9125
2642,F,21,F18-24,4.843055555
2643,M,29,M25-29,4.986111112
2644,M,29,M25-29,5.208333333
2645,M,28,M25-29,4.947222222
2646,M,33,M30-34,4.921111112
2647,M,32,M30-34,4.908888888
2648,F,40,F40-44,4.878333333
2649,M,40,M40-44,5.251944445
2650,M,40,M40-44,4.880277778
2651,M,27,M25-29,4.840277778
2652,M,38,M35-39,4.979166667
2653,F,26,F25-29,5.203055555
2654,F,39,F35-39,4.89
2655,M,28,M25-29,4.917777778
2656,F,24,F18-24,5.304166667
2657,M,52,M50-54,4.911666667
2658,M,50,M50-54,5.098888888
2659,M,61,M60-64,4.885555555
2660,F,29,F25-29,4.885555555
2661,M,46,M45-49,4.946666667
2662,F,39,F35-39,4.945
2663,F,37,F35-39,5.027222222
2664,F,31,F30-34,4.880833333
2665,F,39,F35-39,4.983055555
2666,F,49,F45-49,4.881111112
2667,F,47,F45-49,5.4175
2668,M,29,M25-29,4.918888888
2669,F,55,F55-59,4.918888888
2670,M,40,M40-44,4.918888888
2671,F,24,F18-24,4.947777778
2672,M,47,M45-49,4.915555555
2673,F,38,F35-39,4.888055555
2674,M,41,M40-44,4.983055555
2675,M,46,M45-49,4.922777778
2676,F,51,F50-54,5.423055555
2677,M,34,M30-34,4.846111112
2678,M,29,M25-29,5.280555555
2679,F,65,F65+,4.918611112
2680,M,34,M30-34,5.221666667
2681,F,35,F35-39,5.098055555
2682,F,27,F25-29,4.885555555
2683,M,52,M50-54,4.885555555
2684,M,43,M40-44,4.885555555
2685,F,31,F30-34,4.847777778
2686,F,40,F40-44,4.951388888
2687,M,37,M35-39,4.923055555
2688,M,36,M35-39,5.394722222
2689,M,59,M55-59,5.277222222
2690,F,43,F40-44,5.208333333
2691,M,47,M45-49,4.955
2692,F,41,F40-44,5.037222222
2693,M,46,M45-49,4.931944445
2694,M,31,M30-34,4.965
2695,F,37,F35-39,4.932222222
2696,F,35,F35-39,5.030833333
2697,F,33,F30-34,4.895555555
2698,M,50,M50-54,4.958055555
2699,F,30,F30-34,4.9675
2700,M,32,M30-34,4.967777778
2701,F,53,F50-54,5.025
2702,M,39,M35-39,4.9375
2703,F,53,F50-54,5.073611112
2704,M,36,M35-39,4.866666667
2705,F,36,F35-39,5.044166667
2706,F,35,F35-39,5.036388888
2707,M,44,M40-44,4.900277778
2708,M,49,M45-49,4.931944445
2709,F,26,F25-29,5.434166667
2710,F,45,F45-49,5.076944445
2711,F,50,F50-54,4.968333333
2712,F,38,F35-39,4.998888888
2713,M,39,M35-39,5.398888888
2714,M,53,M50-54,5.398888888
2715,M,40,M40-44,4.998888888
2716,M,41,M40-44,5.289722222
2717,F,40,F40-44,4.976388888
2718,F,37,F35-39,4.939444445
2719,M,49,M45-49,4.968055555
2720,F,45,F45-49,4.976111112
2721,M,49,M45-49,4.865
2722,M,52,M50-54,5.294444445
2723,F,49,F45-49,5.404166667
2724,F,25,F25-29,5.438055555
2725,F,25,F25-29,5.120277778
2726,M,36,M35-39,4.903333333
2727,M,25,M25-29,5.046388888
2728,F,40,F40-44,5.4475
2729,M,27,M25-29,5.342777778
2730,M,38,M35-39,5.274444445
2731,F,37,F35-39,5.274166667
2732,F,35,F35-39,5.271944445
2733,F,42,F40-44,5.039166667
2734,F,30,F30-34,4.945833333
2735,F,27,F25-29,5.199166667
2736,M,53,M50-54,5.406388888
2737,F,33,F30-34,4.968611112
2738,F,37,F35-39,4.968888888
2739,M,48,M45-49,4.944722222
2740,F,59,F55-59,5.046111112
2741,F,47,F45-49,4.9775
2742,F,21,F18-24,5.130555555
2743,M,43,M40-44,5.130277778
2744,F,27,F25-29,5.0025
2745,F,36,F35-39,5.420555555
2746,M,35,M35-39,5.420555555
2747,F,30,F30-34,4.97
2748,F,27,F25-29,5.191111112
2749,M,43,M40-44,5.010555555
2750,F,39,F35-39,5.123333333
2751,M,52,M50-54,5.446111112
2752,M,37,M35-39,4.911111112
2753,M,30,M30-34,4.913333333
2754,F,47,F45-49,4.943333333
2755,M,52,M50-54,4.908333333
2756,F,30,F30-34,5.092777778
2757,M,38,M35-39,4.906388888
2758,F,24,F18-24,4.952222222
2759,F,26,F25-29,4.917777778
2760,M,20,M18-24,4.876388888
2761,M,49,M45-49,5.008333333
2762,M,41,M40-44,4.956388888
2763,F,49,F45-49,5.008333333
2764,F,48,F45-49,5.448611112
2765,F,28,F25-29,5.134166667
2766,F,22,F18-24,5.129166667
2767,M,48,M45-49,5.493055555
2768,M,55,M55-59,5.194444445
2769,F,30,F30-34,5.018333333
2770,F,36,F35-39,5.14
2771,F,38,F35-39,5.386388888
2772,F,27,F25-29,5.128055555
2773,M,50,M50-54,4.884722222
2774,M,59,M55-59,5.051944445
2775,M,37,M35-39,5.290833333
2776,M,27,M25-29,5.456388888
2777,M,45,M45-49,5.212222222
2778,M,49,M45-49,4.957222222
2779,F,44,F40-44,4.957222222
2780,F,29,F25-29,4.963055555
